,Unnamed: 0,TWEET_ID,USER_ID,TWEET_TEXT,AUTHOR_COVID,AUTHOR_SYMPTOMS,FAMILY,FAMILY_COVID,FAMILY_SYMPTOMS,TWEET_TEXT_PROCESSED,HASHTAGS,POS,DUPLICATE,NON_ENGLISH,IF,COVID,TWEET_TEXT_PROCESSED_POSTAGGED
598,598,1327249322740690944,873890193031540736,"IMPORTANT, PLEASE PLEASE READ!

So my husband has tested positive for Covid-19 and we're self isolating here at home. Today I'm getting symptoms - lost my sense of smell and taste - so we might be in for a rough ride here.",0,0,1,1,0,"important, please please read! so my husband has tested positive for covid-19 and we are self isolating here at home. today i am getting symptoms - lost my sense of smell and taste - so we might be in for a rough ride here.",[],important_JJ please_JJ please_NN read_NN so_IN husband_NN has_VBZ tested_VBN positive_JJ for_IN covid_JJ 19_CD and_CC we_PRP are_VBP self_JJ isolating_VBG here_RB at_IN home_NN today_NN i_VBP am_VBP getting_VBG symptoms_NNS lost_VBN sense_NN of_IN smell_NN and_CC taste_NN so_IN we_PRP might_MD be_VB in_IN for_IN a_DT rough_JJ ride_NN here_RB,False,False,False,True,"important, please please read! so my husband has tested positive for covid-19 and we are self isolating here at home. today i am getting symptoms - lost my sense of smell and taste - so we might be in for a rough ride here. important_JJ please_JJ please_NN read_NN so_IN husband_NN has_VBZ tested_VBN positive_JJ for_IN covid_JJ 19_CD and_CC we_PRP are_VBP self_JJ isolating_VBG here_RB at_IN home_NN today_NN i_VBP am_VBP getting_VBG symptoms_NNS lost_VBN sense_NN of_IN smell_NN and_CC taste_NN so_IN we_PRP might_MD be_VB in_IN for_IN a_DT rough_JJ ride_NN here_RB"
599,599,1256534920517898240,2781761997,My brave frontline (Nurse) wife has tested positive for #COVID__19 told by the #NHS she can go back on Wednesday. Disgusting. The lives of nurses are being abused by the #conservative government for political gain. Lack of correct PPE etc @theRCN need to stand up. #nursesrock,0,0,1,1,0,my brave frontline (nurse) wife has tested positive for #covid__19 told by the #nhs she can go back on wednesday. disgusting. the lives of nurses are being abused by the #conservative government for political gain. lack of correct ppe etc thercn need to stand up. #nursesrock,"['#COVID__19', '#NHS', '#conservative', '#nursesrock']",brave_NN frontline_NN nurse_JJ wife_NN has_VBZ tested_VBN positive_JJ for_IN #covid__19_JJ told_VBN by_IN the_DT #nhs_NN she_PRP can_MD go_VB back_RB on_IN wednesday_NN disgusting_NN the_DT lives_NNS of_IN nurses_NNS are_VBP being_VBG abused_VBN by_IN the_DT #conservative_JJ government_NN for_IN political_JJ gain_NN lack_NN of_IN correct_JJ ppe_NN etc_FW thercn_NNS need_VBP to_TO stand_VB up_RP #nursesrock_NN,False,False,False,True,my brave frontline (nurse) wife has tested positive for #covid__19 told by the #nhs she can go back on wednesday. disgusting. the lives of nurses are being abused by the #conservative government for political gain. lack of correct ppe etc thercn need to stand up. #nursesrock brave_NN frontline_NN nurse_JJ wife_NN has_VBZ tested_VBN positive_JJ for_IN #covid__19_JJ told_VBN by_IN the_DT #nhs_NN she_PRP can_MD go_VB back_RB on_IN wednesday_NN disgusting_NN the_DT lives_NNS of_IN nurses_NNS are_VBP being_VBG abused_VBN by_IN the_DT #conservative_JJ government_NN for_IN political_JJ gain_NN lack_NN of_IN correct_JJ ppe_NN etc_FW thercn_NNS need_VBP to_TO stand_VB up_RP #nursesrock_NN
600,600,1258369932510875649,176346555,"On my way to have my covid test so hopefully I can go back to work... not sure what’s the worst bit of this hour long drive, my mum doing tik toks on the way, my step dads driving, my step dads music taste or the fact I’m extremely car sick...",0,0,0,0,0,"on my way to have my covid test so hopefully i can go back to work. not sure what is the worst bit of this hour long drive, my mum doing tik toks on the way, my step dads driving, my step dads music taste or the fact i am extremely car sick.",[],on_IN way_NN to_TO have_VB covid_JJ test_NN so_IN hopefully_RB i_JJ can_MD go_VB back_RB to_TO work_NN not_RB sure_JJ what_WP is_VBZ the_DT worst_JJS bit_NN of_IN this_DT hour_NN long_RB drive_NN mum_JJ doing_VBG tik_JJ toks_NNS on_IN the_DT way_NN step_NN dads_VBZ driving_VBG step_NN dads_NNS music_NN taste_NN or_CC the_DT fact_NN i_JJ am_VBP extremely_RB car_NN sick_NN,False,False,False,True,"on my way to have my covid test so hopefully i can go back to work. not sure what is the worst bit of this hour long drive, my mum doing tik toks on the way, my step dads driving, my step dads music taste or the fact i am extremely car sick. on_IN way_NN to_TO have_VB covid_JJ test_NN so_IN hopefully_RB i_JJ can_MD go_VB back_RB to_TO work_NN not_RB sure_JJ what_WP is_VBZ the_DT worst_JJS bit_NN of_IN this_DT hour_NN long_RB drive_NN mum_JJ doing_VBG tik_JJ toks_NNS on_IN the_DT way_NN step_NN dads_VBZ driving_VBG step_NN dads_NNS music_NN taste_NN or_CC the_DT fact_NN i_JJ am_VBP extremely_RB car_NN sick_NN"
601,601,1330767866065514498,396561901,"@OWLNEVERABLUNT My friends dad died of an heart attack but post motem came back he had tested for covid so thats what went on his death certificate, fucking bullshit",0,0,0,0,0,"my friends dad died of an heart attack but post motem came back he had tested for covid so that is what went on his death certificate, fucking bullshit",[],friends_NNS dad_VBP died_VBN of_IN an_DT heart_NN attack_NN but_CC post_NN motem_NN came_VBD back_RB he_PRP had_VBD tested_VBN for_IN covid_NN so_IN that_DT is_VBZ what_WDT went_VBD on_IN death_NN certificate_NN fucking_VBG bullshit_NN,False,False,False,True,"my friends dad died of an heart attack but post motem came back he had tested for covid so that is what went on his death certificate, fucking bullshit friends_NNS dad_VBP died_VBN of_IN an_DT heart_NN attack_NN but_CC post_NN motem_NN came_VBD back_RB he_PRP had_VBD tested_VBN for_IN covid_NN so_IN that_DT is_VBZ what_WDT went_VBD on_IN death_NN certificate_NN fucking_VBG bullshit_NN"
602,602,1266281267949006848,946430577183526912,"@nowMrsMFL @rlrossi64 Family member in care home. Twelve staff tested positive for Covid three weeks ago. One of which is now in ICU. Residents of care home still haven’t been tested over three weeks later. Supply issues, testing lab capacity. This is the our “world class” system in action.",0,0,1,0,0,"family member in care home. twelve staff tested positive for covid three weeks ago. one of which is now in icu. residents of care home still have not been tested over three weeks later. supply issues, testing lab capacity. this is the our “world class” system in action.",[],family_NN member_NN in_IN care_NN home_NN twelve_JJ staff_NN tested_VBD positive_JJ for_IN covid_JJ three_CD weeks_NNS ago_RB one_CD of_IN which_WDT is_VBZ now_RB in_IN icu_NN residents_NNS of_IN care_NN home_NN still_RB have_VBP not_RB been_VBN tested_VBN over_IN three_CD weeks_NNS later_RB supply_NN issues_NNS testing_VBG lab_NN capacity_NN this_DT is_VBZ the_DT “_JJ world_NN class_NN ”_NN system_NN in_IN action_NN,False,False,False,True,"family member in care home. twelve staff tested positive for covid three weeks ago. one of which is now in icu. residents of care home still have not been tested over three weeks later. supply issues, testing lab capacity. this is the our “world class” system in action. family_NN member_NN in_IN care_NN home_NN twelve_JJ staff_NN tested_VBD positive_JJ for_IN covid_JJ three_CD weeks_NNS ago_RB one_CD of_IN which_WDT is_VBZ now_RB in_IN icu_NN residents_NNS of_IN care_NN home_NN still_RB have_VBP not_RB been_VBN tested_VBN over_IN three_CD weeks_NNS later_RB supply_NN issues_NNS testing_VBG lab_NN capacity_NN this_DT is_VBZ the_DT “_JJ world_NN class_NN ”_NN system_NN in_IN action_NN"
603,603,1265977817436753920,296163357,"@monochromatisms @campbellclaret @MetPolice He has been very evasive.
His wife was ill, not with Covid symptoms 
He fell ill, not sure he confirmed he had it
His son tested negative.
He travelled to Durham, just in  case !
Litany of nonsense, most of it contradicted by his wife.",0,0,0,0,0,"he has been very evasive. his wife was ill, not with covid symptoms he fell ill, not sure he confirmed he had it his son tested negative. he travelled to durham, just in case ! litany of nonsense, most of it contradicted by his wife.",[],he_PRP has_VBZ been_VBN very_RB evasive_JJ wife_NN was_VBD ill_RB not_RB with_IN covid_NN symptoms_NNS he_PRP fell_VBD ill_RB not_RB sure_JJ he_PRP confirmed_VBD he_PRP had_VBD it_PRP son_NN tested_VBD negative_JJ he_PRP travelled_VBD to_TO durham_VB just_RB in_IN case_NN litany_NN of_IN nonsense_NN most_JJS of_IN it_PRP contradicted_VBN by_IN wife_NN,False,False,False,True,"he has been very evasive. his wife was ill, not with covid symptoms he fell ill, not sure he confirmed he had it his son tested negative. he travelled to durham, just in case ! litany of nonsense, most of it contradicted by his wife. he_PRP has_VBZ been_VBN very_RB evasive_JJ wife_NN was_VBD ill_RB not_RB with_IN covid_NN symptoms_NNS he_PRP fell_VBD ill_RB not_RB sure_JJ he_PRP confirmed_VBD he_PRP had_VBD it_PRP son_NN tested_VBD negative_JJ he_PRP travelled_VBD to_TO durham_VB just_RB in_IN case_NN litany_NN of_IN nonsense_NN most_JJS of_IN it_PRP contradicted_VBN by_IN wife_NN"
604,604,1294209165385175041,190254623,Information relating to brass band activity and the COVID-19 Pandemic. We have been working with the @DCMS to bring this together overnight. Please take all steps recommended by the DCMS before and during any return to banding. https://t.co/xa7bvFDW69 @DCMSArts https://t.co/S2TiEUDuck,0,0,0,0,0,information relating to brass band activity and the covid-19 pandemic. we have been working with the dcms to bring this together overnight. please take all steps recommended by the dcms before and during any return to banding. ,[],information_NN relating_VBG to_TO brass_VB band_NN activity_NN and_CC the_DT covid_NN 19_CD pandemic_JJ we_PRP have_VBP been_VBN working_VBG with_IN the_DT dcms_NN to_TO bring_VB this_DT together_RB overnight_JJ please_VB take_VB all_DT steps_NNS recommended_VBN by_IN the_DT dcms_NN before_IN and_CC during_IN any_DT return_NN to_TO banding_NN,False,False,False,True,information relating to brass band activity and the covid-19 pandemic. we have been working with the dcms to bring this together overnight. please take all steps recommended by the dcms before and during any return to banding.  information_NN relating_VBG to_TO brass_VB band_NN activity_NN and_CC the_DT covid_NN 19_CD pandemic_JJ we_PRP have_VBP been_VBN working_VBG with_IN the_DT dcms_NN to_TO bring_VB this_DT together_RB overnight_JJ please_VB take_VB all_DT steps_NNS recommended_VBN by_IN the_DT dcms_NN before_IN and_CC during_IN any_DT return_NN to_TO banding_NN
605,605,1344684050506776579,299041624,"So my sister tested covid positive, her boyfriend and my mom (who all live together) have covid symptoms, me and Adam have gotten covid tests to be sure, we’ve all worn masks and done social distancing etc except for Christmas Day. My sister has likely caught it at work. Her work",0,0,1,1,1,"so my sister tested covid positive, her boyfriend and my mom (who all live together) have covid symptoms, me and adam have gotten covid tests to be sure, we have all worn masks and done social distancing etc except for christmas day. my sister has likely caught it at work. her work",[],so_RB sister_NN tested_VBD covid_JJ positive_JJ boyfriend_NN and_CC mom_NN who_WP all_DT live_VBP together_RB have_VBP covid_VBN symptoms_NNS me_PRP and_CC adam_NNS have_VBP gotten_VBN covid_JJ tests_NNS to_TO be_VB sure_JJ we_PRP have_VBP all_DT worn_JJ masks_NNS and_CC done_VBN social_JJ distancing_NN etc_NN except_IN for_IN christmas_JJ day_NN sister_NN has_VBZ likely_JJ caught_VBN it_PRP at_IN work_NN her_PRP work_NN,False,False,False,True,"so my sister tested covid positive, her boyfriend and my mom (who all live together) have covid symptoms, me and adam have gotten covid tests to be sure, we have all worn masks and done social distancing etc except for christmas day. my sister has likely caught it at work. her work so_RB sister_NN tested_VBD covid_JJ positive_JJ boyfriend_NN and_CC mom_NN who_WP all_DT live_VBP together_RB have_VBP covid_VBN symptoms_NNS me_PRP and_CC adam_NNS have_VBP gotten_VBN covid_JJ tests_NNS to_TO be_VB sure_JJ we_PRP have_VBP all_DT worn_JJ masks_NNS and_CC done_VBN social_JJ distancing_NN etc_NN except_IN for_IN christmas_JJ day_NN sister_NN has_VBZ likely_JJ caught_VBN it_PRP at_IN work_NN her_PRP work_NN"
606,606,1313591198154657797,137387363,@realDonaldTrump Christ. How much coke have you been snorting this time COVID boy? Post birth abortion? I haven’t laughed at such a pile of nonsense in weeks,0,0,0,0,0,christ. how much coke have you been snorting this time covid boy? post birth abortion? i have not laughed at such a pile of nonsense in weeks,[],christ_NN how_WRB much_JJ coke_NN have_VBP you_PRP been_VBN snorting_VBG this_DT time_NN covid_VB boy_NN post_NN birth_NN abortion_NN i_NNS have_VBP not_RB laughed_VBN at_IN such_PDT a_DT pile_NN of_IN nonsense_NN in_IN weeks_NNS,False,False,False,True,christ. how much coke have you been snorting this time covid boy? post birth abortion? i have not laughed at such a pile of nonsense in weeks christ_NN how_WRB much_JJ coke_NN have_VBP you_PRP been_VBN snorting_VBG this_DT time_NN covid_VB boy_NN post_NN birth_NN abortion_NN i_NNS have_VBP not_RB laughed_VBN at_IN such_PDT a_DT pile_NN of_IN nonsense_NN in_IN weeks_NNS
607,607,1255023947210506241,508815835,@JamesTGallagher Hi James I suspect I’ve had Covid twice. 2nd time tested positive. Still recovering and only about 10 days recovery in between. TY for article,1,0,0,0,0,hi james i suspect i have had covid twice. 2nd time tested positive. still recovering and only about 10 days recovery in between. ty for article,[],hi_NN james_NNS i_VBP suspect_VBP i_NN have_VBP had_VBN covid_VBN twice_RB 2nd_CD time_NN tested_VBN positive_JJ still_RB recovering_VBG and_CC only_RB about_RB 10_CD days_NNS recovery_NN in_IN between_IN ty_NN for_IN article_NN,False,False,False,True,hi james i suspect i have had covid twice. 2nd time tested positive. still recovering and only about 10 days recovery in between. ty for article hi_NN james_NNS i_VBP suspect_VBP i_NN have_VBP had_VBN covid_VBN twice_RB 2nd_CD time_NN tested_VBN positive_JJ still_RB recovering_VBG and_CC only_RB about_RB 10_CD days_NNS recovery_NN in_IN between_IN ty_NN for_IN article_NN
608,608,1338445569623269378,1964320214,@evoke_studio My daughter's BF had 6 consecutive +ve covid tests and he had flu-like symptoms for a few days.,0,0,1,0,0,my daughter's bf had 6 consecutive +ve covid tests and he had flu-like symptoms for a few days.,[],daughter's_NN bf_NN had_VBD 6_CD consecutive_JJ +_NN ve_NN covid_NN tests_NNS and_CC he_PRP had_VBD flu-like_NN symptoms_NNS for_IN a_DT few_JJ days_NNS,False,False,False,True,my daughter's bf had 6 consecutive +ve covid tests and he had flu-like symptoms for a few days. daughter's_NN bf_NN had_VBD 6_CD consecutive_JJ +_NN ve_NN covid_NN tests_NNS and_CC he_PRP had_VBD flu-like_NN symptoms_NNS for_IN a_DT few_JJ days_NNS
609,609,1337366594738151430,2531716542,"@XrpMr @Ripple Had Covid 6 weeks ago, I feel your pain. Look after yourself and your family 👍",1,0,0,0,0,"had covid 6 weeks ago, i feel your pain. look after yourself and your family :thumbs_up:",[],had_VBD covid_VBN 6_CD weeks_NNS ago_RB i_JJ feel_VBP pain_NN look_NN after_IN yourself_PRP and_CC family_NN thumbs_up_NN,False,False,False,True,"had covid 6 weeks ago, i feel your pain. look after yourself and your family :thumbs_up: had_VBD covid_VBN 6_CD weeks_NNS ago_RB i_JJ feel_VBP pain_NN look_NN after_IN yourself_PRP and_CC family_NN thumbs_up_NN"
610,610,1286311353423101952,1254865093109612547,@KirstieMAllsopp My dad is in a nursing home. Tested + for Covid 3 times now. No-one can tell us if we can see him. Theres no guidance! He must be wondering where we are &amp; why hes been to 3 different places &amp; all with strangers in PPE 😞 He has dementia &amp; broke his hip,0,0,1,1,0,my dad is in a nursing home. tested + for covid 3 times now. no-one can tell us if we can see him. there is no guidance! he must be wondering where we are  why hes been to 3 different places  all with strangers in ppe :disappointed_face: he has dementia  broke his hip,[],dad_NN is_VBZ in_IN a_DT nursing_NN home_NN tested_VBN +_NN for_IN covid_NN 3_CD times_NNS now_RB no-one_NN can_MD tell_VB us_PRP if_IN we_PRP can_MD see_VB him_PRP there_EX is_VBZ no_DT guidance_NN he_PRP must_MD be_VB wondering_VBG where_WRB we_PRP are_VBP why_WRB hes_NNS been_VBN to_TO 3_CD different_JJ places_NNS all_DT with_IN strangers_NNS in_IN ppe_NN :d_JJ isappointed_face_NN he_PRP has_VBZ dementia_VBN broke_VBD hip_NN,False,False,False,True,my dad is in a nursing home. tested + for covid 3 times now. no-one can tell us if we can see him. there is no guidance! he must be wondering where we are  why hes been to 3 different places  all with strangers in ppe :disappointed_face: he has dementia  broke his hip dad_NN is_VBZ in_IN a_DT nursing_NN home_NN tested_VBN +_NN for_IN covid_NN 3_CD times_NNS now_RB no-one_NN can_MD tell_VB us_PRP if_IN we_PRP can_MD see_VB him_PRP there_EX is_VBZ no_DT guidance_NN he_PRP must_MD be_VB wondering_VBG where_WRB we_PRP are_VBP why_WRB hes_NNS been_VBN to_TO 3_CD different_JJ places_NNS all_DT with_IN strangers_NNS in_IN ppe_NN :d_JJ isappointed_face_NN he_PRP has_VBZ dementia_VBN broke_VBD hip_NN
611,611,1309517799132475392,57616186,I've had a break for a few weeks for family reasons but today I'm back for Covid-19 antibody plasma donation number 5,0,0,0,0,0,i have had a break for a few weeks for family reasons but today i am back for covid-19 antibody plasma donation number 5,[],i_NN have_VBP had_VBN a_DT break_NN for_IN a_DT few_JJ weeks_NNS for_IN family_NN reasons_NNS but_CC today_NN i_VBP am_VBP back_RB for_IN covid_NN 19_CD antibody_NN plasma_JJ donation_NN number_NN 5_CD,False,False,False,True,i have had a break for a few weeks for family reasons but today i am back for covid-19 antibody plasma donation number 5 i_NN have_VBP had_VBN a_DT break_NN for_IN a_DT few_JJ weeks_NNS for_IN family_NN reasons_NNS but_CC today_NN i_VBP am_VBP back_RB for_IN covid_NN 19_CD antibody_NN plasma_JJ donation_NN number_NN 5_CD
612,612,1265664089331818496,790212721514016768,"@reggie_denny @Independent I have been outside recently, someone coughed, and I think I might have caught Covid. Do you think I should take my child down to Cornwall from Yorkshire to stay on part of a relative's property? There's a lovely beach nearby and it is my husband's birthday in 2 weeks?",0,1,0,0,0,"i have been outside recently, someone coughed, and i think i might have caught covid. do you think i should take my child down to cornwall from yorkshire to stay on part of a relative's property? there is a lovely beach nearby and it is my husband's birthday in 2 weeks?",[],i_NNS have_VBP been_VBN outside_JJ recently_RB someone_NN coughed_VBD and_CC i_JJ think_VBP i_NN might_MD have_VB caught_VBN covid_NN do_VB you_PRP think_VB i_NNS should_MD take_VB child_NN down_RB to_TO cornwall_VB from_IN yorkshire_NN to_TO stay_VB on_IN part_NN of_IN a_DT relative's_NN property_NN there_EX is_VBZ a_DT lovely_JJ beach_NN nearby_RB and_CC it_PRP is_VBZ husband's_JJ birthday_NN in_IN 2_CD weeks_NNS,False,False,False,True,"i have been outside recently, someone coughed, and i think i might have caught covid. do you think i should take my child down to cornwall from yorkshire to stay on part of a relative's property? there is a lovely beach nearby and it is my husband's birthday in 2 weeks? i_NNS have_VBP been_VBN outside_JJ recently_RB someone_NN coughed_VBD and_CC i_JJ think_VBP i_NN might_MD have_VB caught_VBN covid_NN do_VB you_PRP think_VB i_NNS should_MD take_VB child_NN down_RB to_TO cornwall_VB from_IN yorkshire_NN to_TO stay_VB on_IN part_NN of_IN a_DT relative's_NN property_NN there_EX is_VBZ a_DT lovely_JJ beach_NN nearby_RB and_CC it_PRP is_VBZ husband's_JJ birthday_NN in_IN 2_CD weeks_NNS"
613,613,1333502755294605320,501659753,"What a day! Not long sat down for tea, started with the lady I manage telling me she had tested positive for COVID, it didn’t get any better after that ending with shopping with mini me who thinks I have a never ending bank account 😩😩. 

to top it off the elf is back tonight 😩",0,0,0,0,0,"what a day! not long sat down for tea, started with the lady i manage telling me she had tested positive for covid, it did not get any better after that ending with shopping with mini me who thinks i have a never ending bank account :weary_face::weary_face:. to top it off the elf is back tonight :weary_face:",[],what_WP a_DT day_NN not_RB long_RB sat_VBD down_RP for_IN tea_NN started_VBN with_IN the_DT lady_NN i_JJ manage_NN telling_VBG me_PRP she_PRP had_VBD tested_VBN positive_JJ for_IN covid_NN it_PRP did_VBD not_RB get_VB any_DT better_JJR after_IN that_DT ending_VBG with_IN shopping_VBG with_IN mini_NNS me_PRP who_WP thinks_VBZ i_NNS have_VBP a_DT never_RB ending_VBG bank_NN account_NN weary_face_NN ::_JJ weary_face_NN to_TO top_VB it_PRP off_RP the_DT elf_NN is_VBZ back_RB tonight_JJ weary_face_NN,False,False,False,True,"what a day! not long sat down for tea, started with the lady i manage telling me she had tested positive for covid, it did not get any better after that ending with shopping with mini me who thinks i have a never ending bank account :weary_face::weary_face:. to top it off the elf is back tonight :weary_face: what_WP a_DT day_NN not_RB long_RB sat_VBD down_RP for_IN tea_NN started_VBN with_IN the_DT lady_NN i_JJ manage_NN telling_VBG me_PRP she_PRP had_VBD tested_VBN positive_JJ for_IN covid_NN it_PRP did_VBD not_RB get_VB any_DT better_JJR after_IN that_DT ending_VBG with_IN shopping_VBG with_IN mini_NNS me_PRP who_WP thinks_VBZ i_NNS have_VBP a_DT never_RB ending_VBG bank_NN account_NN weary_face_NN ::_JJ weary_face_NN to_TO top_VB it_PRP off_RP the_DT elf_NN is_VBZ back_RB tonight_JJ weary_face_NN"
614,614,1311948174538477568,1143386498,All these positive COVID people do they all have symptoms? No I don’t think so. What’s the real statistics of people with symptoms and no underlying issues,0,0,0,0,0,all these positive covid people do they all have symptoms? no i do not think so. what is the real statistics of people with symptoms and no underlying issues,[],all_PDT these_DT positive_JJ covid_NN people_NNS do_VBP they_PRP all_DT have_VBP symptoms_NNS no_DT i_NN do_VBP not_RB think_VB so_RB what_WP is_VBZ the_DT real_JJ statistics_NNS of_IN people_NNS with_IN symptoms_NNS and_CC no_DT underlying_JJ issues_NNS,False,False,False,True,all these positive covid people do they all have symptoms? no i do not think so. what is the real statistics of people with symptoms and no underlying issues all_PDT these_DT positive_JJ covid_NN people_NNS do_VBP they_PRP all_DT have_VBP symptoms_NNS no_DT i_NN do_VBP not_RB think_VB so_RB what_WP is_VBZ the_DT real_JJ statistics_NNS of_IN people_NNS with_IN symptoms_NNS and_CC no_DT underlying_JJ issues_NNS
615,615,1308882030357291008,1298809538,"@graunt_kruger Hi Graunt. Been meaning to ask you if you got COVID- like symptoms after we hung out in Joburg in Jan. I was so ill a week or so later, lost my sense of smell and taste, and was wondering if the same happened to you?",0,0,0,0,0,"hi graunt. been meaning to ask you if you got covid- like symptoms after we hung out in joburg in january i was so ill a week or so later, lost my sense of smell and taste, and was wondering if the same happened to you?",[],hi_NN graunt_NN been_VBN meaning_VBG to_TO ask_VB you_PRP if_IN you_PRP got_VBD covid_JJ like_IN symptoms_NNS after_IN we_PRP hung_VBD out_RP in_IN joburg_NN in_IN january_JJ i_NN was_VBD so_RB ill_RB a_DT week_NN or_CC so_RB later_RB lost_VBD sense_NN of_IN smell_NN and_CC taste_NN and_CC was_VBD wondering_VBG if_IN the_DT same_JJ happened_VBD to_TO you_PRP,False,False,False,True,"hi graunt. been meaning to ask you if you got covid- like symptoms after we hung out in joburg in january i was so ill a week or so later, lost my sense of smell and taste, and was wondering if the same happened to you? hi_NN graunt_NN been_VBN meaning_VBG to_TO ask_VB you_PRP if_IN you_PRP got_VBD covid_JJ like_IN symptoms_NNS after_IN we_PRP hung_VBD out_RP in_IN joburg_NN in_IN january_JJ i_NN was_VBD so_RB ill_RB a_DT week_NN or_CC so_RB later_RB lost_VBD sense_NN of_IN smell_NN and_CC taste_NN and_CC was_VBD wondering_VBG if_IN the_DT same_JJ happened_VBD to_TO you_PRP"
616,616,1300433241028034563,17426372,"@edgerington You’d think we would have had to but we didn’t. We’re only testing those with symptoms (cough, fever, loss of taste/smell)!",0,0,0,0,0,"you would think we would have had to but we did not. we are only testing those with symptoms (cough, fever, loss of taste/smell)!",[],you_PRP would_MD think_VB we_PRP would_MD have_VB had_VBN to_TO but_CC we_PRP did_VBD not_RB we_PRP are_VBP only_RB testing_VBG those_DT with_IN symptoms_NNS cough_NN fever_RB loss_NN of_IN taste_NN /_NNP smell_NN,False,False,False,False,"you would think we would have had to but we did not. we are only testing those with symptoms (cough, fever, loss of taste/smell)! you_PRP would_MD think_VB we_PRP would_MD have_VB had_VBN to_TO but_CC we_PRP did_VBD not_RB we_PRP are_VBP only_RB testing_VBG those_DT with_IN symptoms_NNS cough_NN fever_RB loss_NN of_IN taste_NN /_NNP smell_NN"
617,617,1320612001111068673,314895189,"@DHSCgovuk my daughter has just had covid, done her self isolation can she now see her mum who has MS and little immune system, eg. she had pneumonia last year after a cold?",0,0,1,1,0,"my daughter has just had covid, done her self isolation can she now see her mum who has ms and little immune system, eg. she had pneumonia last year after a cold?",[],daughter_NN has_VBZ just_RB had_VBN covid_NN done_VBN self_JJ isolation_NN can_MD she_PRP now_RB see_VBP mum_NN who_WP has_VBZ ms_NN and_CC little_JJ immune_JJ system_NN eg_NN she_PRP had_VBD pneumonia_VBN last_JJ year_NN after_IN a_DT cold_NN,False,False,False,True,"my daughter has just had covid, done her self isolation can she now see her mum who has ms and little immune system, eg. she had pneumonia last year after a cold? daughter_NN has_VBZ just_RB had_VBN covid_NN done_VBN self_JJ isolation_NN can_MD she_PRP now_RB see_VBP mum_NN who_WP has_VBZ ms_NN and_CC little_JJ immune_JJ system_NN eg_NN she_PRP had_VBD pneumonia_VBN last_JJ year_NN after_IN a_DT cold_NN"
620,620,1311708546556461056,93171353,@EamaMaria I caught my kids' cold and have been SO TIRED literally falling asleep wherever. Covid test was clear 🤷‍♀️,0,0,1,0,1,i caught my kids' cold and have been so tired literally falling asleep wherever. covid test was clear :woman_shrugging:,[],i_NN caught_VBD kids_NNS '_POS cold_NN and_CC have_VBP been_VBN so_RB tired_JJ literally_RB falling_VBG asleep_RB wherever_NN covid_JJ test_NN was_VBD clear_JJ woman_shrugging_NN,False,False,False,True,i caught my kids' cold and have been so tired literally falling asleep wherever. covid test was clear :woman_shrugging: i_NN caught_VBD kids_NNS '_POS cold_NN and_CC have_VBP been_VBN so_RB tired_JJ literally_RB falling_VBG asleep_RB wherever_NN covid_JJ test_NN was_VBD clear_JJ woman_shrugging_NN
621,621,1280521639143276547,2704625110,I miss performing in #Theatre however I don’t feel the time for Audiences is now. #Covid kills...,0,0,0,0,0,i miss performing in #theatre however i do not feel the time for audiences is now. #covid kills.,"['#Theatre', '#Covid']",i_NN miss_VBP performing_VBG in_IN #theatre_NNP however_RB i_RB do_VBP not_RB feel_VB the_DT time_NN for_IN audiences_NNS is_VBZ now_RB #covid_NN kills_NNS,False,False,False,True,i miss performing in #theatre however i do not feel the time for audiences is now. #covid kills. i_NN miss_VBP performing_VBG in_IN #theatre_NNP however_RB i_RB do_VBP not_RB feel_VB the_DT time_NN for_IN audiences_NNS is_VBZ now_RB #covid_NN kills_NNS
622,622,1283114014252376064,40447403,"@PSBurton My wife was diagnosed with covid, nasty virus. Still struggling 8 weeks later .",0,0,1,1,0,"my wife was diagnosed with covid, nasty virus. still struggling 8 weeks later .",[],wife_NN was_VBD diagnosed_VBN with_IN covid_NN nasty_JJ virus_NN still_RB struggling_VBG 8_CD weeks_NNS later_RB,False,False,False,True,"my wife was diagnosed with covid, nasty virus. still struggling 8 weeks later . wife_NN was_VBD diagnosed_VBN with_IN covid_NN nasty_JJ virus_NN still_RB struggling_VBG 8_CD weeks_NNS later_RB"
